homeownership,loan_purpose,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
MORTGAGE,debt_consolidation,10000.0,100.72,40000,36991.71,36,7.34
RENT,credit_card,54000.0,33.0,7300,6767.1,36,9.43
RENT,debt_consolidation,9000.0,6.93,5000,4439.79,36,16.02
MORTGAGE,home_improvement,60000.0,19.64,35000,33289.3,60,21.45
RENT,credit_card,51921.0,31.53,25000,23256.93,36,12.61
MORTGAGE,house,68000.0,25.31,12000,11403.21,60,11.99
OWN,other,73500.0,13.38,12700,11467.66,36,9.93
MORTGAGE,debt_consolidation,71000.0,17.67,24500,22888.69,60,9.93
MORTGAGE,other,165000.0,31.72,15000,13990.61,36,15.04
MORTGAGE,debt_consolidation,96000.0,10.14,20000,19021.27,60,12.62
MORTGAGE,credit_card,167000.0,25.91,35000,33589.39,60,20.0
RENT,credit_card,41600.0,5.25,7000,6275.99,36,5.31
RENT,house,35000.0,31.34,10000,9312.56,36,13.58
RENT,debt_consolidation,113000.0,12.86,9000,8394.36,36,15.04
MORTGAGE,debt_consolidation,58000.0,20.82,15000,13366.62,36,18.06
RENT,debt_consolidation,70000.0,17.3,5000,4737.54,36,10.9
MORTGAGE,debt_consolidation,145000.0,6.32,29000,25243.02,36,5.32
RENT,medical,69200.0,5.03,15000,13905.04,36,9.43
RENT,debt_consolidation,84362.0,24.82,10000,9570.3,36,17.47
RENT,debt_consolidation,55944.0,27.95,8000,7469.28,36,16.01
RENT,credit_card,55000.0,13.55,10000,9522.69,60,13.59
RENT,debt_consolidation,100000.0,16.73,30000,28265.84,60,15.05
MORTGAGE,credit_card,43000.0,22.5,12000,11203.92,36,16.01
RENT,credit_card,89000.0,18.65,19600,17060.8,36,5.32
RENT,debt_consolidation,47500.0,6.9,4350,4043.9,36,11.98
RENT,debt_consolidation,60000.0,40.4,15600,14807.46,60,20.0
MORTGAGE,debt_consolidation,134676.0,14.42,22250,20768.85,60,9.44
RENT,debt_consolidation,46000.0,36.45,12000,10486.83,36,7.35
OWN,credit_card,104000.0,9.5,21000,19918.82,36,5.31
OWN,house,45000.0,13.71,28000,26249.37,36,20.0
OWN,debt_consolidation,25800.0,22.0,5000,4651.37,36,12.61
MORTGAGE,debt_consolidation,100000.0,8.12,25000,21761.22,36,5.32
MORTGAGE,credit_card,100000.0,10.07,40000,36964.71,36,6.71
MORTGAGE,debt_consolidation,100000.0,23.88,12000,11462.35,60,16.02
RENT,credit_card,45000.0,8.29,11000,0.0,36,12.61
OWN,other,43000.0,16.12,8000,7173.35,36,11.98
RENT,debt_consolidation,33280.0,12.91,10000,8896.19,36,17.09
MORTGAGE,debt_consolidation,38000.0,21.32,6500,5513.37,36,7.35
OWN,credit_card,50000.0,9.84,20000,18482.56,36,6.72
RENT,other,129000.0,12.24,25000,24002.95,60,20.39
MORTGAGE,debt_consolidation,175933.0,17.53,20000,18550.28,36,9.92
OWN,house,78000.0,33.14,25000,23776.62,60,12.62
RENT,debt_consolidation,52000.0,16.5,6500,6178.03,36,7.96
MORTGAGE,debt_consolidation,750000.0,9.63,35000,30972.01,36,14.08
RENT,debt_consolidation,40000.0,8.76,18000,16352.49,36,14.08
MORTGAGE,debt_consolidation,70000.0,17.38,10500,10188.6,60,20.39
RENT,credit_card,40000.0,21.42,16000,0.0,36,17.09
MORTGAGE,debt_consolidation,125000.0,14.89,23000,21874.49,60,12.62
RENT,debt_consolidation,80000.0,21.05,20000,19005.39,60,11.99
RENT,credit_card,60000.0,10.3,13000,11473.56,36,12.62
MORTGAGE,debt_consolidation,240000.0,26.39,19200,17798.45,36,9.43
OWN,debt_consolidation,24000.0,23.2,12000,11495.84,60,18.45
MORTGAGE,debt_consolidation,57000.0,16.48,12000,11203.92,36,16.01
OWN,debt_consolidation,125000.0,18.22,28000,27310.5,60,11.98
RENT,vacation,80000.0,19.46,1200,999.82,36,7.34
OWN,medical,28000.0,32.88,1600,1410.48,36,11.99
OWN,credit_card,52764.0,39.05,32500,28650.94,36,11.99
MORTGAGE,debt_consolidation,50000.0,22.49,2800,2486.28,36,16.02
RENT,debt_consolidation,130000.0,5.52,35000,31078.68,36,16.02
OWN,debt_consolidation,85000.0,9.83,20000,17408.96,36,5.32
MORTGAGE,house,44000.0,0.0,10000,8704.48,36,5.32
RENT,major_purchase,45000.0,13.33,5000,4188.63,36,10.42
MORTGAGE,debt_consolidation,60000.0,20.08,25200,24264.52,60,11.98
MORTGAGE,credit_card,49000.0,28.31,13000,11755.73,36,10.91
RENT,debt_consolidation,42000.0,37.34,20000,19005.39,60,11.99
RENT,credit_card,55000.0,10.74,6000,5465.77,36,16.02
OWN,credit_card,30000.0,23.04,16800,13190.11,60,15.05
OWN,credit_card,85000.0,24.64,20000,19243.97,60,30.79
MORTGAGE,credit_card,116000.0,28.46,14000,13284.37,60,10.91
RENT,other,42000.0,16.89,8400,7390.41,36,10.91
MORTGAGE,debt_consolidation,216000.0,4.27,25000,0.0,60,9.93
RENT,debt_consolidation,30000.0,5.0,7000,6295.98,36,7.35
MORTGAGE,debt_consolidation,62004.0,14.34,20000,18059.32,36,9.93
RENT,debt_consolidation,70000.0,15.59,8000,7181.26,36,6.08
RENT,debt_consolidation,113500.0,0.97,40000,33930.99,36,7.35
MORTGAGE,car,70000.0,17.06,24000,23455.27,60,15.04
MORTGAGE,debt_consolidation,179443.0,28.14,36025,31695.22,36,10.91
RENT,small_business,60000.0,14.36,6000,5309.48,36,14.08
RENT,credit_card,96000.0,10.66,20000,17971.08,36,6.72
RENT,debt_consolidation,94000.0,26.72,25000,0.0,60,12.62
RENT,debt_consolidation,48000.0,8.9,13200,11581.59,36,9.44
RENT,debt_consolidation,106000.0,9.97,20000,17953.16,36,6.08
OWN,credit_card,200000.0,17.15,10000,8965.88,36,5.32
MORTGAGE,major_purchase,139000.0,28.04,16000,15512.72,60,19.42
MORTGAGE,credit_card,80000.0,17.53,8000,7403.61,36,7.96
RENT,small_business,114000.0,13.56,25000,23756.73,60,11.99
RENT,major_purchase,90000.0,7.93,15000,13851.4,36,6.07
RENT,other,24000.0,1.25,1000,407.83,36,22.91
MORTGAGE,credit_card,170000.0,13.18,19000,17072.27,36,6.71
RENT,debt_consolidation,93000.0,19.58,15500,14933.96,60,12.61
RENT,other,30000.0,13.81,15000,13223.48,36,11.99
MORTGAGE,credit_card,37000.0,27.38,20000,19236.53,60,10.9
RENT,debt_consolidation,40000.0,15.24,16000,15465.79,60,16.01
MORTGAGE,debt_consolidation,39500.0,17.02,6500,6015.44,36,7.96
MORTGAGE,debt_consolidation,120000.0,9.88,28000,24498.43,36,7.97
OWN,debt_consolidation,62000.0,11.79,20000,17822.13,36,18.06
MORTGAGE,debt_consolidation,151500.0,11.85,40000,36904.08,36,5.31
MORTGAGE,debt_consolidation,48200.0,18.7,10000,9564.42,60,17.09
OWN,credit_card,71000.0,7.36,20000,17564.07,36,9.93
MORTGAGE,home_improvement,120000.0,17.81,20000,18452.87,36,5.32
MORTGAGE,debt_consolidation,86850.0,12.42,25000,24087.27,60,12.62
OWN,debt_consolidation,125000.0,18.83,36000,34685.33,60,12.61
OWN,other,50000.0,30.33,30000,28265.84,60,15.05
MORTGAGE,credit_card,70000.0,27.4,13000,11374.26,36,7.97
RENT,other,95000.0,19.39,5000,4455.51,36,18.06
RENT,credit_card,60000.0,5.28,6000,5434.28,36,11.98
MORTGAGE,debt_consolidation,80000.0,34.46,24350,21987.22,36,9.93
MORTGAGE,debt_consolidation,83000.0,10.74,32000,30759.92,60,21.45
RENT,other,55000.0,24.2,10500,10017.49,60,15.05
RENT,debt_consolidation,45384.0,3.41,10000,9530.52,60,22.91
OWN,credit_card,99000.0,20.69,15000,14299.86,36,11.98
MORTGAGE,credit_card,80000.0,15.8,20000,19227.06,60,10.42
RENT,debt_consolidation,65000.0,26.72,26000,24310.65,60,10.42
RENT,debt_consolidation,50000.0,9.63,15000,14284.05,60,13.59
RENT,medical,56000.0,29.79,4800,4465.31,36,12.61
OWN,debt_consolidation,45000.0,32.67,15000,13564.27,36,10.91
MORTGAGE,debt_consolidation,45000.0,15.48,15000,13534.5,36,9.44
RENT,debt_consolidation,75000.0,1.36,10000,9065.57,36,12.62
RENT,other,45000.0,20.25,5000,4542.33,36,14.08
OWN,debt_consolidation,23000.0,23.12,4000,3601.11,36,7.97
MORTGAGE,small_business,38000.0,37.62,17950,17341.45,60,26.3
RENT,credit_card,30000.0,5.68,2000,1807.25,36,10.42
RENT,debt_consolidation,38400.0,12.13,10000,9540.43,60,15.05
MORTGAGE,car,69996.0,11.34,3100,2709.07,36,7.35
MORTGAGE,major_purchase,60000.0,19.12,5000,4518.12,36,10.42
MORTGAGE,debt_consolidation,50000.0,12.15,25000,21955.1,36,9.93
RENT,debt_consolidation,65000.0,8.47,25375,23814.63,60,12.62
MORTGAGE,debt_consolidation,58000.0,13.08,6000,5318.67,36,15.05
MORTGAGE,debt_consolidation,70000.0,17.81,32000,29680.81,36,9.93
RENT,debt_consolidation,79000.0,13.53,30000,25732.15,36,7.34
RENT,vacation,27000.0,27.2,5000,4675.37,36,17.47
RENT,debt_consolidation,65488.0,18.46,15000,13990.61,36,15.04
MORTGAGE,debt_consolidation,100000.0,32.32,20000,18495.86,36,7.34
RENT,debt_consolidation,77000.0,39.51,24000,22954.61,60,17.09
RENT,credit_card,1.0,19.30819165998396,10000,8749.43,36,7.97
MORTGAGE,car,41000.0,16.6,3600,3361.16,36,16.01
RENT,debt_consolidation,65700.0,14.14,11200,10041.78,36,5.32
RENT,debt_consolidation,70000.0,19.98,15000,13871.88,36,7.34
RENT,debt_consolidation,45000.0,16.11,6000,4879.78,36,15.04
RENT,credit_card,30000.0,14.04,13000,11092.05,36,9.93
MORTGAGE,credit_card,150000.0,19.89,40000,37401.02,60,10.42
OWN,home_improvement,95500.0,31.26,10000,9084.7,36,14.08
RENT,debt_consolidation,38000.0,28.46,20000,19530.62,60,28.72
OWN,credit_card,50000.0,32.69,3500,3162.68,36,10.42
RENT,debt_consolidation,95000.0,14.24,30000,28810.83,60,9.43
MORTGAGE,debt_consolidation,111000.0,16.28,10000,9241.17,36,6.71
MORTGAGE,home_improvement,130000.0,28.15,36000,34238.33,60,12.62
RENT,car,71000.0,29.53,24000,22772.89,60,10.9
MORTGAGE,debt_consolidation,57845.0,17.97,20000,17988.61,36,7.35
RENT,credit_card,27000.0,22.8,4000,3696.47,36,6.71
MORTGAGE,debt_consolidation,40000.0,21.84,6500,5718.75,36,10.91
OWN,debt_consolidation,52000.0,20.75,20000,18957.54,60,19.03
MORTGAGE,debt_consolidation,115000.0,15.5,20000,17478.04,36,7.35
RENT,moving,59869.0,21.15,12800,11677.75,36,17.09
RENT,credit_card,101000.0,10.24,21000,18828.06,36,5.31
RENT,debt_consolidation,61584.0,14.07,1000,914.71,36,19.03
MORTGAGE,debt_consolidation,245000.0,13.83,32175,28910.99,36,6.72
RENT,credit_card,57500.0,1.98,21000,19406.48,36,6.71
MORTGAGE,debt_consolidation,105000.0,32.69,25000,0.0,60,30.79
RENT,credit_card,44000.0,19.99,17500,16406.68,60,11.99
MORTGAGE,other,45000.0,64.51,12050,0.0,36,13.59
MORTGAGE,debt_consolidation,65000.0,34.08,8000,7240.75,36,16.02
MORTGAGE,credit_card,114000.0,20.22,18000,16713.54,36,10.9
MORTGAGE,debt_consolidation,120000.0,15.77,19000,17613.05,36,9.43
MORTGAGE,major_purchase,120000.0,4.32,40000,0.0,60,15.04
OWN,debt_consolidation,48000.0,18.23,20000,19236.53,60,10.9
OWN,debt_consolidation,110000.0,18.56,25000,22557.51,36,9.44
RENT,credit_card,48000.0,12.13,5000,4482.92,36,5.32
RENT,credit_card,28000.0,10.24,11500,10391.7,36,10.42
MORTGAGE,debt_consolidation,70000.0,7.04,40000,37878.15,60,9.44
OWN,other,50000.0,24.2,12000,10548.1,36,10.42
MORTGAGE,debt_consolidation,60000.0,17.58,8300,7534.99,36,13.59
MORTGAGE,home_improvement,63000.0,11.12,20000,18952.04,60,9.93
RENT,debt_consolidation,63500.0,1.08,2500,0.0,36,11.98
RENT,credit_card,28000.0,34.76,10500,9783.31,36,14.07
RENT,debt_consolidation,28000.0,24.86,20000,18046.03,36,9.44
MORTGAGE,debt_consolidation,110000.0,22.52,22000,19149.86,36,5.32
MORTGAGE,credit_card,72000.0,30.83,6000,5434.35,36,11.99
RENT,debt_consolidation,56000.0,23.53,24000,22742.46,60,9.93
OWN,debt_consolidation,24000.0,9.2,3300,3059.08,36,9.43
MORTGAGE,debt_consolidation,75000.0,28.45,12000,11130.17,36,9.92
RENT,house,45000.0,21.28,2000,1807.25,36,10.42
MORTGAGE,home_improvement,80000.0,14.82,3600,3324.32,36,6.07
OWN,debt_consolidation,42000.0,25.6,20000,19022.42,60,21.45
RENT,debt_consolidation,60000.0,22.44,4200,3820.84,36,15.05
RENT,other,70090.0,32.77,20000,18783.84,36,21.85
MORTGAGE,credit_card,120000.0,10.8,2400,2221.07,36,7.96
RENT,debt_consolidation,70000.0,9.51,30000,27128.58,36,10.91
RENT,debt_consolidation,170000.0,12.56,32000,29071.1,36,14.08
MORTGAGE,vacation,105000.0,9.04,6000,5571.18,36,10.9
MORTGAGE,credit_card,78000.0,30.75,38500,34870.48,36,11.99
MORTGAGE,debt_consolidation,75000.0,11.6,20000,19045.42,60,13.59
MORTGAGE,credit_card,60000.0,28.16,7600,7033.44,36,7.96
MORTGAGE,house,100000.0,17.56,20000,18540.06,36,9.43
RENT,credit_card,51754.0,25.14,2500,2257.4,36,9.93
OWN,debt_consolidation,47611.2,20.09,11200,10867.83,60,20.39
RENT,debt_consolidation,110000.0,11.99,25000,24121.29,60,14.07
RENT,other,75000.0,18.53,9500,8350.57,36,10.42
MORTGAGE,debt_consolidation,196000.0,14.4,21000,19434.52,36,7.96
RENT,credit_card,55000.0,19.42,4000,3623.07,36,11.98
RENT,credit_card,86000.0,20.75,14000,12388.76,36,14.08
MORTGAGE,credit_card,72000.0,17.18,25000,22463.84,36,6.72
MORTGAGE,debt_consolidation,120000.0,15.0,10000,9109.69,36,16.02
MORTGAGE,home_improvement,65000.0,3.99,40000,38664.52,60,16.01
RENT,major_purchase,65000.0,8.95,12000,10843.53,36,10.42
MORTGAGE,credit_card,102000.0,32.66,25000,22441.46,36,6.08
MORTGAGE,home_improvement,165200.0,1.06,40000,34956.09,36,7.35
MORTGAGE,debt_consolidation,50000.0,13.79,5000,0.0,36,10.91
MORTGAGE,debt_consolidation,54600.0,9.85,10000,9286.3,36,10.9
RENT,other,77500.0,29.72,14000,12947.11,36,7.34
RENT,debt_consolidation,97000.0,13.04,18000,16919.96,60,13.59
RENT,credit_card,55000.0,13.11,8000,6973.97,36,6.08
MORTGAGE,debt_consolidation,100000.0,8.96,18000,16933.36,60,14.08
MORTGAGE,debt_consolidation,110000.0,25.55,12000,11614.7,60,17.47
RENT,home_improvement,48000.0,26.48,7000,6283.5,36,6.07
MORTGAGE,credit_card,95000.0,22.7,20000,18684.61,60,9.93
MORTGAGE,debt_consolidation,103000.0,27.31,31750,29687.06,60,10.42
MORTGAGE,debt_consolidation,113000.0,14.9,10000,8965.88,36,5.32
OWN,house,72276.0,16.24,9500,8517.56,36,5.32
MORTGAGE,credit_card,100000.0,19.85,16000,14774.84,36,6.07
RENT,debt_consolidation,40000.0,11.4,4700,4195.1,36,19.03
RENT,credit_card,20000.0,9.9,3000,2668.83,36,17.09
RENT,other,28000.0,30.43,5000,4439.79,36,16.02
MORTGAGE,credit_card,147000.0,18.34,14000,12650.57,36,10.41
MORTGAGE,medical,56000.0,32.9,5000,4656.28,36,13.58
OWN,credit_card,95000.0,5.24,15600,13616.26,36,6.72
MORTGAGE,home_improvement,95000.0,27.25,35000,32559.72,36,12.61
MORTGAGE,debt_consolidation,70000.0,16.96,35000,33143.41,60,9.44
MORTGAGE,debt_consolidation,72000.0,13.85,33400,32611.7,60,13.58
MORTGAGE,debt_consolidation,26000.0,72.16,16000,15646.23,60,16.01
MORTGAGE,debt_consolidation,106300.0,21.74,38375,36655.7,60,16.02
RENT,moving,58000.0,35.36,3800,3452.12,36,14.07
MORTGAGE,home_improvement,64000.0,21.85,15000,14443.3,60,11.99
OWN,debt_consolidation,72000.0,21.18,35000,30972.01,36,14.08
MORTGAGE,house,80000.0,23.27,12000,11448.53,60,15.05
RENT,debt_consolidation,108000.0,16.31,15000,0.0,36,12.61
MORTGAGE,debt_consolidation,36900.0,22.57,10000,9469.4,60,9.43
RENT,debt_consolidation,56368.0,22.08,15000,14218.17,60,19.03
RENT,other,25000.0,17.71,10000,9540.43,60,15.05
MORTGAGE,debt_consolidation,97000.0,7.45,30000,29086.36,60,19.42
MORTGAGE,other,60000.0,7.44,3000,2634.58,36,9.93
OWN,major_purchase,80000.0,4.02,24000,21586.34,36,7.35
MORTGAGE,debt_consolidation,206000.0,25.38,35000,31510.1,36,7.97
MORTGAGE,debt_consolidation,60000.0,27.0,30000,27254.14,36,14.08
RENT,credit_card,75000.0,13.78,5000,0.0,36,13.59
MORTGAGE,debt_consolidation,44000.0,20.24,18000,17102.5,60,11.99
RENT,credit_card,75000.0,15.04,10300,9787.76,60,11.99
MORTGAGE,debt_consolidation,120000.0,26.22,36000,33243.78,36,6.08
MORTGAGE,other,35000.0,8.98,3025,1789.17,36,9.43
OWN,debt_consolidation,80000.0,6.3,10000,9097.26,36,15.05
MORTGAGE,debt_consolidation,110000.0,31.45,21000,19989.38,36,9.92
RENT,other,64000.0,15.46,8000,7038.49,36,10.91
MORTGAGE,debt_consolidation,230000.0,24.08,35000,33961.99,60,20.39
RENT,debt_consolidation,25000.0,5.62,12000,11477.29,60,17.09
MORTGAGE,home_improvement,60000.0,14.04,10000,8773.94,36,9.44
OWN,credit_card,48000.0,3.18,5000,4623.95,36,7.34
RENT,debt_consolidation,30000.0,23.68,12000,11243.19,36,19.42
MORTGAGE,debt_consolidation,225000.0,15.35,21000,20454.21,60,9.92
MORTGAGE,debt_consolidation,50000.0,33.17,22400,21523.13,60,9.92
OWN,debt_consolidation,38000.0,6.38,10000,4528.34,36,9.92
MORTGAGE,major_purchase,125000.0,6.15,35000,33905.61,60,18.45
MORTGAGE,debt_consolidation,148692.0,23.09,35000,32725.88,60,10.42
MORTGAGE,debt_consolidation,65000.0,20.97,16000,14923.34,36,15.04
RENT,debt_consolidation,50000.0,11.23,20000,19066.5,36,11.98
MORTGAGE,home_improvement,55000.0,25.9,3600,3142.2,36,6.72
MORTGAGE,debt_consolidation,150000.0,35.0,35000,0.0,36,16.01
MORTGAGE,credit_card,40000.0,3.18,6000,5289.38,36,11.99
MORTGAGE,debt_consolidation,59000.0,30.88,32000,0.0,36,15.05
MORTGAGE,debt_consolidation,61000.0,19.05,7200,6536.39,36,13.59
MORTGAGE,home_improvement,105000.0,17.33,16500,15222.94,36,5.31
RENT,debt_consolidation,60000.0,22.28,5000,4399.01,36,10.91
MORTGAGE,credit_card,42000.0,11.66,9000,8170.5,36,13.59
MORTGAGE,medical,145000.0,13.51,10000,8841.35,36,13.59
MORTGAGE,credit_card,50220.0,36.6,35000,31626.97,36,10.42
MORTGAGE,home_improvement,35000.0,33.64,10000,9109.56,36,16.01
MORTGAGE,debt_consolidation,82000.0,12.03,11200,10826.04,60,16.01
MORTGAGE,debt_consolidation,75000.0,14.05,12000,11572.86,60,13.59
MORTGAGE,credit_card,193783.0,10.57,9000,7934.09,36,11.99
RENT,car,78000.0,16.91,26000,24774.67,60,14.08
OWN,debt_consolidation,90000.0,8.84,15000,13448.8,36,5.32
OWN,credit_card,98000.0,24.96,20000,17822.13,36,18.06
RENT,debt_consolidation,112500.0,19.42,30000,0.0,36,11.99
MORTGAGE,debt_consolidation,50000.0,29.09,20000,19080.9,60,15.05
MORTGAGE,debt_consolidation,72000.0,27.23,7000,6178.08,36,12.62
MORTGAGE,debt_consolidation,81000.0,22.1,12000,11477.29,60,17.09
RENT,credit_card,43000.0,15.92,5000,4511.49,36,9.44
MORTGAGE,debt_consolidation,130000.0,19.42,20000,18353.96,36,21.45
MORTGAGE,small_business,120000.0,7.73,20000,18468.54,36,6.07
MORTGAGE,home_improvement,50129.0,55.11,7200,6658.5,36,7.34
MORTGAGE,credit_card,93000.0,29.91,15000,14452.23,60,12.61
MORTGAGE,other,120000.0,7.02,16000,15016.11,60,12.62
RENT,debt_consolidation,150000.0,10.49,30000,28222.27,60,14.08
OWN,credit_card,80000.0,10.26,8000,7218.56,36,9.44
RENT,debt_consolidation,48000.0,28.08,18750,18190.25,60,30.79
MORTGAGE,debt_consolidation,60000.0,16.5,10000,9482.44,60,10.42
MORTGAGE,credit_card,80000.0,18.5,14500,12803.23,36,6.08
RENT,credit_card,110000.0,38.82,6000,5439.35,36,12.62
RENT,other,90000.0,19.57,25600,25070.44,60,18.45
RENT,debt_consolidation,80000.0,6.35,8400,7756.77,36,6.07
RENT,debt_consolidation,75000.0,28.42,10000,9179.5,36,7.96
MORTGAGE,debt_consolidation,43000.0,22.33,18000,17286.51,60,9.43
OWN,debt_consolidation,0.0,19.30819165998396,32000,31050.95,60,20.39
RENT,credit_card,80000.0,17.7,4000,3712.07,36,10.41
MORTGAGE,debt_consolidation,137000.0,14.16,40000,35977.23,36,7.35
MORTGAGE,home_improvement,113000.0,15.28,10800,10081.03,60,9.44
MORTGAGE,debt_consolidation,190000.0,9.35,40000,38207.91,60,16.02
MORTGAGE,debt_consolidation,20000.0,18.37,40000,37337.22,60,9.44
RENT,debt_consolidation,70000.0,5.81,10000,9350.23,60,10.42
MORTGAGE,home_improvement,130000.0,7.91,12000,0.0,60,9.92
OWN,credit_card,50000.0,17.26,9000,8102.57,36,7.97
RENT,debt_consolidation,160000.0,6.59,35000,33876.29,60,17.47
RENT,debt_consolidation,33000.0,2.36,4000,0.0,36,9.44
RENT,debt_consolidation,45000.0,14.45,9000,8177.23,36,7.96
RENT,credit_card,160000.0,21.92,32000,28894.92,36,9.93
MORTGAGE,debt_consolidation,38500.0,35.6,18000,16771.43,36,14.07
MORTGAGE,debt_consolidation,156000.0,8.04,12000,11105.43,36,7.96
MORTGAGE,home_improvement,59142.0,8.79,10000,0.0,36,7.35
RENT,other,42000.0,21.34,6000,5616.07,36,18.45
OWN,debt_consolidation,55000.0,17.3,15000,14346.63,60,17.09
RENT,debt_consolidation,50000.0,31.28,8000,7140.66,36,19.03
MORTGAGE,debt_consolidation,57000.0,8.84,10000,9522.56,60,13.58
MORTGAGE,home_improvement,56000.0,29.25,3600,3133.23,36,6.72
MORTGAGE,other,28000.0,0.0,2500,2274.68,36,12.61
RENT,debt_consolidation,33000.0,29.89,11200,9835.86,36,9.93
OWN,credit_card,36000.0,8.87,10000,8965.88,36,5.32
OWN,debt_consolidation,100000.0,20.82,20000,17564.07,36,9.93
MORTGAGE,debt_consolidation,89000.0,42.52,30000,26217.04,36,7.35
MORTGAGE,debt_consolidation,40000.0,27.78,25000,24394.55,60,12.61
OWN,debt_consolidation,85000.0,2.84,7000,6650.11,36,7.34
OWN,debt_consolidation,50000.0,26.33,17000,15235.3,36,21.45
MORTGAGE,home_improvement,65000.0,28.31,20000,19059.39,60,14.08
MORTGAGE,debt_consolidation,32344.0,25.38,7500,7020.11,36,18.45
RENT,credit_card,13728.0,14.16,4500,4171.49,36,9.43
RENT,medical,79800.0,2.05,1000,889.61,36,17.09
OWN,debt_consolidation,113000.0,16.99,10000,9002.86,36,7.97
MORTGAGE,debt_consolidation,79000.0,17.35,19200,18405.75,60,19.03
RENT,other,70000.0,0.52,35000,33166.09,60,9.93
MORTGAGE,debt_consolidation,126000.0,25.33,30000,28531.92,60,12.62
RENT,other,82000.0,20.27,32000,29877.16,36,16.01
MORTGAGE,credit_card,28000.0,28.81,9000,8102.57,36,7.97
OWN,credit_card,105000.0,22.54,16000,14376.87,36,6.72
RENT,credit_card,120000.0,7.52,20000,18495.85,36,7.34
MORTGAGE,home_improvement,28000.0,33.82,15000,14062.16,36,20.0
OWN,credit_card,93700.0,25.13,8000,7380.8,36,5.31
MORTGAGE,debt_consolidation,142500.0,7.19,25000,23722.11,60,10.91
MORTGAGE,credit_card,80000.0,21.26,10000,8994.29,36,7.35
RENT,debt_consolidation,70000.0,11.85,3500,3134.01,36,6.71
OWN,debt_consolidation,65000.0,22.54,19000,17208.78,36,11.99
MORTGAGE,credit_card,40000.0,11.55,8000,0.0,36,13.59
MORTGAGE,house,76000.0,4.99,40000,37337.22,60,9.44
RENT,debt_consolidation,13930.0,21.94,4200,3695.17,36,10.91
RENT,debt_consolidation,25000.0,8.21,5000,4548.62,36,15.05
MORTGAGE,debt_consolidation,30000.0,34.8,13825,0.0,60,16.01
RENT,other,60000.0,23.02,7000,6727.48,36,23.87
MORTGAGE,major_purchase,47000.0,18.03,4200,3895.54,36,9.92
RENT,debt_consolidation,85000.0,28.7,13000,11801.64,36,13.58
MORTGAGE,home_improvement,80000.0,13.97,8000,6982.67,36,6.72
OWN,debt_consolidation,90000.0,8.32,22000,19748.47,36,6.08
MORTGAGE,debt_consolidation,425000.0,11.41,14900,13085.2,36,9.93
RENT,debt_consolidation,48000.0,16.79,20000,19476.18,60,24.84
OWN,home_improvement,75000.0,30.46,35000,32016.12,36,19.03
RENT,debt_consolidation,41000.0,47.16,36975,24137.58,36,10.9
MORTGAGE,home_improvement,38000.0,81.68,8000,7252.48,36,12.62
RENT,credit_card,78000.0,16.51,20000,11592.7,36,7.35
MORTGAGE,debt_consolidation,65000.0,47.67,30000,28500.44,36,7.34
RENT,credit_card,60000.0,3.64,11200,10685.15,60,15.04
MORTGAGE,debt_consolidation,104000.0,19.26,20000,18598.74,60,7.35
MORTGAGE,major_purchase,180000.0,0.17,40000,0.0,36,7.35
OWN,other,90000.0,31.77,8000,7277.81,36,15.05
MORTGAGE,home_improvement,105000.0,26.62,10000,9378.42,36,20.39
MORTGAGE,home_improvement,208888.0,9.51,20000,17408.96,36,5.32
MORTGAGE,home_improvement,101000.0,8.17,16000,14207.37,36,16.02
MORTGAGE,debt_consolidation,37000.0,3.7,16000,14939.54,60,17.09
RENT,credit_card,60000.0,23.52,4400,3849.76,36,7.97
RENT,other,120000.0,5.82,35000,31730.74,36,12.62
RENT,debt_consolidation,38200.0,12.79,5000,4675.37,36,17.47
RENT,credit_card,110000.0,22.05,32000,30080.0,60,13.59
RENT,debt_consolidation,60000.0,24.08,12000,10793.17,36,7.35
MORTGAGE,credit_card,75000.0,13.25,12000,10893.99,36,13.59
RENT,debt_consolidation,105000.0,10.15,20000,18468.54,36,6.07
MORTGAGE,credit_card,124800.0,14.17,40000,37141.21,36,10.9
RENT,other,50000.0,8.45,6400,0.0,36,14.08
MORTGAGE,debt_consolidation,71422.0,14.96,20000,17498.86,36,7.97
MORTGAGE,debt_consolidation,45000.0,23.01,12000,0.0,36,16.02
MORTGAGE,debt_consolidation,165000.0,15.67,16000,15151.24,60,9.44
RENT,debt_consolidation,220000.0,19.42,21125,19672.75,36,13.58
MORTGAGE,other,55000.0,13.0,2000,1845.18,36,5.31
RENT,debt_consolidation,70000.0,14.04,15000,14067.64,36,20.39
OWN,debt_consolidation,30000.0,54.6,23000,21874.49,60,12.62
MORTGAGE,other,100000.0,22.49,36000,33786.28,60,12.62
OWN,credit_card,108000.0,31.89,25000,24121.52,60,14.08
OWN,home_improvement,90000.0,21.49,20000,17498.86,36,7.97
MORTGAGE,debt_consolidation,32000.0,24.53,14000,13159.99,60,13.59
MORTGAGE,debt_consolidation,80000.0,11.97,14000,12306.12,36,10.42
OWN,credit_card,60000.0,25.28,20000,19366.62,60,28.72
RENT,credit_card,70000.0,9.89,17000,16326.13,60,9.43
OWN,credit_card,15000.0,21.12,5000,4579.69,36,20.0
RENT,debt_consolidation,68000.0,17.25,15000,14223.91,60,10.42
