homeownership,annual_income,debt_to_income,loan_purpose,loan_amount,balance,term,interest_rate
RENT,40000.0,16.47,credit_card,3000,2855.63,36,9.92
MORTGAGE,72768.0,24.46,other,4000,3828.12,36,17.47
RENT,39579.0,32.9,credit_card,10000,9036.27,36,10.42
MORTGAGE,150000.0,20.52,home_improvement,25000,23213.25,36,10.9
MORTGAGE,115000.0,15.5,debt_consolidation,20000,17478.04,36,7.35
OWN,74000.0,29.39,debt_consolidation,28000,26663.59,60,13.59
RENT,55000.0,20.66,debt_consolidation,10000,9280.21,36,10.41
MORTGAGE,72000.0,13.68,other,9000,7845.71,36,6.08
MORTGAGE,55000.0,29.11,debt_consolidation,30000,0.0,60,12.62
OWN,80000.0,15.14,debt_consolidation,20000,18059.32,36,9.93
MORTGAGE,47000.0,18.23,major_purchase,2500,0.0,36,18.06
MORTGAGE,132000.0,6.35,house,20000,19269.64,60,12.61
RENT,84396.0,17.0,debt_consolidation,28000,26745.52,60,16.02
OWN,24000.0,9.2,debt_consolidation,3300,3059.08,36,9.43
MORTGAGE,63000.0,9.31,debt_consolidation,14400,13829.2,60,9.43
MORTGAGE,147000.0,5.16,debt_consolidation,30000,29336.68,60,16.01
MORTGAGE,48000.0,57.83,debt_consolidation,18000,17235.88,60,18.06
MORTGAGE,301000.0,11.63,home_improvement,22425,21555.94,60,21.45
MORTGAGE,65000.0,33.36,debt_consolidation,13200,11919.13,36,9.93
RENT,50000.0,12.43,debt_consolidation,10000,0.0,60,18.06
MORTGAGE,39000.0,8.74,major_purchase,2500,0.0,36,10.42
RENT,85000.0,25.06,debt_consolidation,16000,15698.87,60,21.85
RENT,56000.0,19.82,debt_consolidation,4800,4481.56,36,16.01
MORTGAGE,85000.0,14.17,debt_consolidation,23000,21694.69,60,6.72
MORTGAGE,90000.0,24.24,home_improvement,6000,5249.65,36,7.97
MORTGAGE,92000.0,15.3,credit_card,19000,16583.89,36,6.72
MORTGAGE,95000.0,21.88,debt_consolidation,17000,15881.92,60,9.93
MORTGAGE,160000.0,14.9,credit_card,21100,19649.47,36,13.58
OWN,46000.0,8.64,credit_card,12000,11412.78,60,12.62
MORTGAGE,114000.0,13.02,debt_consolidation,10000,9666.11,60,16.01
MORTGAGE,83000.0,18.44,debt_consolidation,20000,0.0,60,15.05
MORTGAGE,63000.0,25.87,medical,3600,0.0,36,6.08
MORTGAGE,95000.0,5.85,debt_consolidation,14000,13465.57,60,10.9
MORTGAGE,60000.0,41.94,debt_consolidation,7500,6822.84,36,15.04
RENT,20000.0,7.14,debt_consolidation,5000,4407.83,36,11.99
MORTGAGE,106686.0,19.96,home_improvement,40000,39115.59,60,16.01
MORTGAGE,90000.0,23.15,credit_card,20000,17953.16,36,6.08
MORTGAGE,45000.0,9.28,debt_consolidation,20000,18814.85,60,14.08
MORTGAGE,59182.0,19.81,credit_card,19000,16670.47,36,9.44
MORTGAGE,140000.0,25.85,home_improvement,28000,26514.69,60,9.44
RENT,170000.0,27.57,debt_consolidation,30000,29295.97,60,28.72
RENT,38000.0,33.39,other,8000,7424.16,36,10.41
RENT,34000.0,31.03,debt_consolidation,15000,14218.17,60,19.03
OWN,133500.0,38.93,credit_card,35000,31025.59,36,15.05
OWN,45000.0,4.85,debt_consolidation,9000,8394.36,36,15.04
MORTGAGE,41200.0,16.95,other,10000,8488.64,36,7.35
OWN,45000.0,8.13,debt_consolidation,25000,24366.66,60,10.9
MORTGAGE,35000.0,4.84,car,6000,5571.18,36,10.9
MORTGAGE,100000.0,23.2,debt_consolidation,30000,28135.28,36,20.39
MORTGAGE,45000.0,4.85,home_improvement,20000,19080.9,60,15.05
RENT,38455.0,29.9,credit_card,5000,4656.28,36,13.58
RENT,60000.0,16.42,debt_consolidation,20000,17547.89,36,9.44
MORTGAGE,132000.0,8.27,other,10000,9637.39,60,23.88
MORTGAGE,37000.0,12.91,car,16000,15217.02,60,12.62
OWN,40000.0,28.47,other,7500,6562.09,36,7.97
MORTGAGE,245000.0,13.83,debt_consolidation,32175,28910.99,36,6.72
MORTGAGE,100000.0,24.53,credit_card,26000,25086.38,60,14.08
RENT,65000.0,27.81,debt_consolidation,20000,18673.24,36,16.01
MORTGAGE,45000.0,23.92,debt_consolidation,8000,7091.56,36,15.05
OWN,35000.0,11.63,credit_card,15000,13881.81,36,7.96
MORTGAGE,101576.0,4.27,major_purchase,25000,23056.94,60,13.59
MORTGAGE,45000.0,23.76,debt_consolidation,16000,15075.2,60,15.05
RENT,45000.0,22.11,debt_consolidation,14400,14025.74,60,9.92
RENT,119000.0,8.64,debt_consolidation,28000,27305.18,60,26.77
RENT,50000.0,34.04,credit_card,5000,4462.89,36,19.03
OWN,37700.0,13.91,credit_card,10000,9703.41,60,20.39
RENT,42000.0,16.03,debt_consolidation,10000,9370.58,36,19.42
RENT,55000.0,17.43,debt_consolidation,10000,8985.52,36,6.72
MORTGAGE,150000.0,15.47,credit_card,20800,18671.28,36,6.08
OWN,62000.0,27.43,debt_consolidation,40000,38594.07,60,14.07
RENT,60000.0,16.32,debt_consolidation,18000,15691.48,36,6.08
OWN,40000.0,23.16,credit_card,18000,17100.26,36,7.34
OWN,60000.0,22.52,debt_consolidation,16000,14362.51,36,6.08
RENT,80000.0,18.09,other,6500,5877.84,36,10.91
MORTGAGE,53000.0,10.46,debt_consolidation,21000,20177.93,60,9.92
MORTGAGE,100000.0,12.38,credit_card,40000,35192.46,36,10.91
OWN,45000.0,24.91,other,9600,8389.46,36,7.35
RENT,45000.0,19.97,other,20000,17596.2,36,10.91
RENT,60800.0,11.44,credit_card,3500,3255.95,36,12.61
MORTGAGE,56000.0,19.95,debt_consolidation,19475,17039.55,36,7.97
MORTGAGE,78000.0,3.15,credit_card,18000,16864.81,36,19.42
RENT,70000.0,8.55,major_purchase,10000,9528.59,60,14.07
MORTGAGE,55200.0,18.67,credit_card,16000,13947.94,36,6.08
RENT,210000.0,20.19,debt_consolidation,30000,26885.89,36,21.45
RENT,118000.0,6.7,small_business,24000,22402.3,60,9.44
RENT,76800.0,5.25,debt_consolidation,8000,7488.12,36,18.45
RENT,49650.0,22.48,moving,4000,3767.52,36,24.84
RENT,70000.0,8.02,debt_consolidation,20000,17226.37,36,10.42
RENT,70000.0,22.99,debt_consolidation,16000,14683.17,36,21.45
MORTGAGE,320000.0,3.69,debt_consolidation,35000,30623.09,36,7.97
MORTGAGE,54600.0,9.85,debt_consolidation,10000,9286.3,36,10.9
MORTGAGE,84000.0,17.04,medical,25000,23851.14,60,15.05
RENT,82000.0,25.13,other,3000,2618.5,36,6.72
RENT,41072.0,25.92,credit_card,8000,7019.16,36,9.44
MORTGAGE,35000.0,40.12,medical,17600,17295.64,60,24.84
MORTGAGE,160000.0,13.88,debt_consolidation,28000,26278.2,60,12.62
RENT,50000.0,18.7,credit_card,14000,12431.48,36,16.02
RENT,38000.0,11.5,other,2000,0.0,36,13.59
MORTGAGE,320000.0,21.88,debt_consolidation,35000,34119.79,60,26.3
RENT,61000.0,15.78,debt_consolidation,7200,6382.4,36,15.05
RENT,58500.0,28.84,credit_card,7000,6458.19,36,5.31
OWN,39000.0,11.45,debt_consolidation,17550,16725.2,60,22.91
MORTGAGE,106300.0,21.74,debt_consolidation,38375,36655.7,60,16.02
RENT,100000.0,26.85,debt_consolidation,25000,23706.16,60,10.42
MORTGAGE,65000.0,19.89,debt_consolidation,20000,19217.08,60,9.92
MORTGAGE,95000.0,27.21,debt_consolidation,15000,14530.97,60,18.45
MORTGAGE,125000.0,21.33,debt_consolidation,25000,23629.06,60,17.09
RENT,76000.0,28.52,car,4600,690.85,36,14.07
OWN,121000.0,8.53,debt_consolidation,25000,0.0,60,15.04
OWN,25000.0,35.58,debt_consolidation,5600,5178.82,36,7.34
RENT,48000.0,19.18,debt_consolidation,10000,8879.63,36,16.02
RENT,80000.0,23.73,car,25000,23879.94,60,16.02
OWN,134000.0,31.11,credit_card,18000,16805.89,36,16.01
OWN,56000.0,6.73,debt_consolidation,15000,0.0,60,24.85
RENT,94500.0,19.16,debt_consolidation,10000,8095.41,36,6.08
MORTGAGE,38666.0,34.61,debt_consolidation,15000,14363.2,60,18.06
RENT,30000.0,18.72,other,1500,1392.79,36,10.9
MORTGAGE,130000.0,15.02,debt_consolidation,21000,19786.11,60,15.05
MORTGAGE,82000.0,14.18,debt_consolidation,25000,23965.84,60,19.03
RENT,53000.0,30.62,debt_consolidation,7500,6672.11,36,17.09
MORTGAGE,90000.0,18.63,home_improvement,15000,13056.7,36,5.32
MORTGAGE,115942.0,21.57,debt_consolidation,34800,31592.59,36,13.59
OWN,75000.0,20.9,credit_card,25000,23554.86,60,15.05
MORTGAGE,60000.0,19.42,debt_consolidation,10000,0.0,36,7.35
MORTGAGE,60000.0,19.31,home_improvement,12000,10578.78,36,11.99
RENT,36420.0,11.57,credit_card,6000,5565.08,36,9.92
MORTGAGE,90000.0,16.11,credit_card,16550,14885.67,36,7.35
OWN,0.0,,other,10000,0.0,36,10.42
MORTGAGE,80000.0,15.71,debt_consolidation,15000,14373.11,60,7.34
RENT,35000.0,14.85,debt_consolidation,4000,3551.84,36,16.02
RENT,50000.0,3.62,debt_consolidation,10000,3154.96,36,20.39
MORTGAGE,138000.0,27.51,debt_consolidation,28000,25875.28,36,6.71
MORTGAGE,45000.0,36.53,credit_card,23000,22429.25,60,26.77
OWN,45000.0,19.47,credit_card,6500,6189.43,36,10.41
MORTGAGE,50000.0,31.49,debt_consolidation,40000,34817.92,36,5.32
MORTGAGE,100000.0,38.49,car,6000,5304.78,36,13.59
RENT,60000.0,4.74,debt_consolidation,25000,23696.96,60,19.03
OWN,15000.0,57.68,debt_consolidation,18000,16648.11,36,7.35
OWN,94000.0,17.78,debt_consolidation,8000,7469.28,36,16.01
MORTGAGE,100000.0,9.37,debt_consolidation,20000,17947.16,36,5.31
MORTGAGE,99000.0,20.78,debt_consolidation,30000,28825.95,60,9.93
OWN,50000.0,32.74,debt_consolidation,22000,20360.21,36,7.96
RENT,70000.0,1.97,debt_consolidation,3000,2692.96,36,6.08
MORTGAGE,60000.0,6.36,debt_consolidation,8500,7521.73,36,14.08
MORTGAGE,81000.0,7.3,debt_consolidation,25000,23776.62,60,12.62
RENT,78000.0,14.43,debt_consolidation,16000,15207.47,36,7.96
MORTGAGE,120000.0,14.73,debt_consolidation,12000,11220.28,60,10.42
MORTGAGE,30000.0,26.56,debt_consolidation,2000,1804.6,36,9.44
MORTGAGE,104500.0,12.38,debt_consolidation,17000,16154.59,60,11.99
RENT,26000.0,8.96,car,5400,5036.62,36,15.04
RENT,90000.0,7.15,debt_consolidation,3000,2788.9,36,11.98
MORTGAGE,54500.0,8.7,credit_card,22000,20933.57,36,9.43
RENT,85000.0,7.27,debt_consolidation,16000,15166.03,60,19.03
RENT,60000.0,10.38,debt_consolidation,3000,2706.83,36,9.43
MORTGAGE,106000.0,19.81,debt_consolidation,24000,23123.55,60,12.61
RENT,71000.0,17.36,debt_consolidation,36350,35022.56,60,12.61
RENT,45000.0,22.41,debt_consolidation,15000,13124.17,36,7.97
RENT,18375.0,23.61,debt_consolidation,6000,5415.01,36,25.82
MORTGAGE,125000.0,23.91,debt_consolidation,12000,11180.95,36,14.07
MORTGAGE,280000.0,11.49,debt_consolidation,40000,38515.13,60,11.98
OWN,25000.0,40.04,debt_consolidation,12000,11412.78,60,12.62
MORTGAGE,121500.0,39.34,debt_consolidation,32175,29931.7,36,12.61
RENT,30000.0,21.4,debt_consolidation,3200,2994.04,36,18.06
MORTGAGE,143000.0,25.29,credit_card,12000,10696.46,36,7.34
MORTGAGE,27550.0,39.61,debt_consolidation,4800,4439.0,36,7.34
RENT,65000.0,27.77,debt_consolidation,25000,24031.19,60,21.45
MORTGAGE,130000.0,18.89,debt_consolidation,16000,13927.17,36,5.32
RENT,18000.0,37.07,credit_card,2000,1772.89,36,15.05
RENT,75000.0,20.43,debt_consolidation,15000,14004.93,36,16.01
MORTGAGE,60000.0,11.52,home_improvement,12000,0.0,60,15.04
MORTGAGE,45000.0,23.01,debt_consolidation,12000,0.0,36,16.02
MORTGAGE,48000.0,44.35,debt_consolidation,25875,24961.62,60,24.85
MORTGAGE,65500.0,31.73,debt_consolidation,14400,13072.79,36,13.59
RENT,120000.0,5.82,other,35000,31730.74,36,12.62
RENT,35000.0,28.26,credit_card,11000,10172.7,36,7.34
MORTGAGE,125000.0,14.2,debt_consolidation,25000,23257.18,36,12.62
MORTGAGE,57000.0,28.21,debt_consolidation,25000,23119.83,36,7.34
OWN,50000.0,14.16,other,20000,18550.28,36,9.92
RENT,40000.0,21.15,other,2000,1824.63,36,17.09
RENT,28000.0,34.76,credit_card,10500,9783.31,36,14.07
MORTGAGE,123000.0,15.59,debt_consolidation,15000,13092.56,36,6.72
MORTGAGE,92000.0,26.78,other,26650,25052.71,60,13.59
MORTGAGE,80000.0,38.73,debt_consolidation,28000,26297.36,36,21.85
RENT,108000.0,4.56,credit_card,10000,8790.09,36,10.42
MORTGAGE,115000.0,8.68,credit_card,40000,38061.06,36,9.43
MORTGAGE,54300.0,53.39,major_purchase,5000,4432.23,36,15.05
MORTGAGE,105832.0,10.52,other,24000,20948.06,36,6.72
OWN,54000.0,12.96,debt_consolidation,12000,11624.78,60,18.45
OWN,65000.0,11.5,debt_consolidation,10000,0.0,36,6.72
RENT,65000.0,8.95,major_purchase,12000,10843.53,36,10.42
OWN,48000.0,7.38,debt_consolidation,6000,5237.0,36,6.72
OWN,36598.0,10.05,debt_consolidation,16800,15599.3,36,10.9
OWN,197280.0,21.12,other,10000,8798.08,36,10.91
OWN,25320.0,12.8,medical,8000,7416.11,36,9.44
RENT,46310.0,16.19,debt_consolidation,22000,20553.1,60,9.93
RENT,60000.0,27.42,debt_consolidation,17600,15892.19,36,9.93
MORTGAGE,100000.0,7.96,debt_consolidation,20000,18592.74,36,11.98
RENT,114000.0,13.07,debt_consolidation,15000,14132.9,60,15.05
MORTGAGE,75000.0,15.84,credit_card,7000,6507.45,36,11.98
RENT,60000.0,21.08,debt_consolidation,6000,5285.75,36,6.08
RENT,55000.0,13.38,other,16000,15161.63,60,9.93
MORTGAGE,72900.0,21.05,debt_consolidation,35000,31729.59,36,12.62
MORTGAGE,70000.0,21.41,debt_consolidation,10000,9347.1,36,17.09
RENT,115000.0,11.21,credit_card,12000,10782.62,36,6.72
RENT,35000.0,57.96,credit_card,23000,21430.15,36,14.07
MORTGAGE,75000.0,30.62,debt_consolidation,20000,19030.52,36,9.43
RENT,33000.0,27.2,credit_card,20000,19453.23,60,7.96
MORTGAGE,120000.0,16.25,medical,10000,9084.7,36,14.08
MORTGAGE,78000.0,21.76,debt_consolidation,28000,25360.35,36,11.99
MORTGAGE,42996.0,4.19,other,7200,6284.4,36,6.72
MORTGAGE,55400.0,44.26,debt_consolidation,32000,30472.7,60,13.59
MORTGAGE,71000.0,43.24,debt_consolidation,40000,35863.53,36,5.32
RENT,18708.0,10.65,credit_card,6000,5568.11,36,10.41
RENT,103000.0,6.16,debt_consolidation,4800,4231.5,36,11.99
MORTGAGE,65000.0,29.38,debt_consolidation,30000,28945.56,60,14.07
MORTGAGE,120000.0,19.43,credit_card,12000,10835.57,36,9.93
RENT,42585.6,7.07,credit_card,12000,4470.4,36,9.93
RENT,51000.0,16.52,debt_consolidation,6000,5309.48,36,14.08
MORTGAGE,44393.0,18.36,home_improvement,1500,1344.29,36,21.45
MORTGAGE,200000.0,17.19,debt_consolidation,20000,18783.84,36,21.85
MORTGAGE,55000.0,23.13,other,3000,2624.82,36,7.97
RENT,65000.0,10.53,debt_consolidation,10000,9270.01,36,9.43
RENT,33918.0,56.69,medical,3000,2753.1,36,21.45
MORTGAGE,27000.0,148.04,credit_card,25000,23821.8,60,14.08
MORTGAGE,110000.0,17.65,debt_consolidation,18000,17167.71,36,12.61
RENT,42000.0,17.63,debt_consolidation,17000,15030.26,36,13.59
MORTGAGE,40000.0,22.47,credit_card,40000,37369.27,60,9.93
MORTGAGE,55000.0,23.5,credit_card,13000,12484.71,60,9.43
MORTGAGE,95000.0,18.89,vacation,2400,2226.0,36,9.92
RENT,70000.0,0.0,credit_card,16000,14064.14,36,10.42
MORTGAGE,45000.0,28.45,debt_consolidation,12000,0.0,60,11.98
RENT,90000.0,16.51,small_business,20000,15434.97,60,9.43
RENT,48000.0,13.29,debt_consolidation,12000,10803.42,36,7.97
MORTGAGE,120000.0,27.51,debt_consolidation,30000,28568.14,60,13.59
MORTGAGE,120000.0,4.8,home_improvement,32000,30103.75,60,14.08
OWN,50000.0,33.7,debt_consolidation,32000,28873.2,36,9.43
MORTGAGE,151000.0,15.81,home_improvement,40000,38473.08,60,10.9
MORTGAGE,90000.0,15.71,debt_consolidation,16000,13571.47,36,7.35
RENT,45000.0,19.89,debt_consolidation,8000,7245.8,36,11.99
OWN,85000.0,12.44,credit_card,3000,2727.78,36,5.31
RENT,60000.0,1.71,moving,5000,4439.78,36,16.02
RENT,60000.0,36.71,debt_consolidation,6000,5519.24,36,13.58
MORTGAGE,66000.0,18.0,debt_consolidation,20000,17971.08,36,6.72
OWN,76000.0,36.13,debt_consolidation,33600,29654.79,36,12.62
MORTGAGE,38000.0,3.27,debt_consolidation,10000,9628.77,60,11.98
OWN,40000.0,14.64,home_improvement,5000,4412.9,36,12.62
MORTGAGE,64000.0,13.54,debt_consolidation,20000,19027.6,60,21.45
MORTGAGE,80000.0,26.12,debt_consolidation,35000,32678.16,36,16.01
MORTGAGE,60000.0,4.12,car,22000,20498.4,36,14.07
RENT,32000.0,5.21,other,3400,3153.52,36,9.92
OWN,115000.0,22.76,credit_card,35000,31025.59,36,15.05
MORTGAGE,100000.0,19.72,other,35000,32367.76,36,7.34
MORTGAGE,185220.0,12.83,home_improvement,20000,0.0,36,5.31
MORTGAGE,87500.0,30.75,credit_card,16000,14990.94,36,19.42
MORTGAGE,185000.0,20.16,credit_card,24000,22284.71,36,10.9
RENT,35790.0,32.03,credit_card,12525,11326.19,36,10.91
MORTGAGE,79000.0,14.11,debt_consolidation,3200,2860.9,36,20.0
RENT,42000.0,1.63,other,24000,21096.21,36,10.42
MORTGAGE,152000.0,11.39,debt_consolidation,30000,25608.74,60,11.98
RENT,54000.0,10.49,other,32000,28102.53,36,9.93
RENT,20000.0,37.45,credit_card,6000,5396.56,36,7.35
MORTGAGE,40000.0,18.03,debt_consolidation,15000,13197.14,36,10.91
MORTGAGE,71000.0,18.61,debt_consolidation,6400,5761.82,36,7.97
RENT,54000.0,22.67,debt_consolidation,10000,9369.33,36,19.42
MORTGAGE,36000.0,33.96,debt_consolidation,21000,19391.19,36,26.3
RENT,68000.0,23.26,credit_card,2000,1811.45,36,11.99
OWN,28000.0,29.66,credit_card,16000,14458.03,36,10.42
MORTGAGE,137200.0,18.75,credit_card,35000,31449.39,36,6.72
OWN,40000.0,14.65,debt_consolidation,20000,18131.19,36,12.62
RENT,40000.0,28.44,debt_consolidation,12000,11599.33,60,16.01
RENT,70000.0,31.53,credit_card,10000,9029.64,36,9.93
RENT,58000.0,17.96,debt_consolidation,6000,5450.83,36,14.08
RENT,102004.0,14.49,debt_consolidation,32000,31355.52,60,19.42
MORTGAGE,45000.0,62.58,other,15000,13920.33,36,10.41
RENT,35000.0,3.98,debt_consolidation,3200,0.0,36,14.08
MORTGAGE,28000.0,31.76,medical,20000,19172.64,60,19.03
RENT,100000.0,15.1,major_purchase,12000,7180.69,36,5.32
MORTGAGE,63000.0,5.62,other,3600,3215.02,36,7.97
RENT,60000.0,16.74,debt_consolidation,8400,7889.21,36,21.85
MORTGAGE,102000.0,23.92,debt_consolidation,39400,37589.42,60,15.05
MORTGAGE,60000.0,19.24,home_improvement,6000,5274.05,36,10.42
RENT,75000.0,15.18,credit_card,12000,10499.3,36,7.97
MORTGAGE,120000.0,25.29,credit_card,8500,7732.65,36,15.05
OWN,56820.0,1.44,other,20000,19257.57,60,11.98
MORTGAGE,89000.0,18.42,debt_consolidation,40000,0.0,60,15.05
OWN,40000.0,25.47,debt_consolidation,25000,23281.4,36,13.58
MORTGAGE,50000.0,25.28,debt_consolidation,12000,11734.9,60,16.01
RENT,100203.0,20.41,debt_consolidation,12000,10578.78,36,11.99
RENT,35000.0,9.91,debt_consolidation,12000,11105.43,36,7.96
RENT,68000.0,28.49,credit_card,16800,15901.77,60,18.06
MORTGAGE,38000.0,37.62,small_business,17950,17341.45,60,26.3
MORTGAGE,125000.0,19.25,debt_consolidation,12000,10538.41,36,9.93
MORTGAGE,120000.0,14.41,debt_consolidation,30000,27981.26,36,15.04
OWN,40000.0,13.53,debt_consolidation,33725,29399.71,36,6.08
OWN,82000.0,26.35,debt_consolidation,18000,16831.39,36,17.47
MORTGAGE,85000.0,23.37,debt_consolidation,12000,10538.41,36,9.93
RENT,53000.0,26.43,debt_consolidation,18000,17445.97,60,19.03
MORTGAGE,89000.0,11.24,house,6000,5719.95,36,11.98
RENT,58000.0,17.76,credit_card,16000,14961.22,36,17.47
MORTGAGE,96152.0,8.69,home_improvement,6000,5346.63,36,18.06
RENT,45000.0,27.92,debt_consolidation,13000,12093.6,36,12.61
RENT,60198.0,30.8,moving,3300,3099.31,36,21.85
MORTGAGE,54000.0,19.84,debt_consolidation,20000,19444.47,60,7.34
MORTGAGE,45000.0,24.24,debt_consolidation,14000,13673.86,60,14.07
MORTGAGE,152000.0,10.0,home_improvement,40000,35863.53,36,5.32
RENT,96000.0,30.28,major_purchase,15000,14053.98,36,19.42
OWN,45000.0,18.69,debt_consolidation,10000,9350.75,36,17.47
MORTGAGE,62000.0,29.91,debt_consolidation,15000,13927.93,36,10.9
RENT,60000.0,5.62,other,15000,13912.71,36,9.92
MORTGAGE,35000.0,16.74,medical,5000,4528.63,36,11.99
MORTGAGE,112000.0,17.63,debt_consolidation,10400,9936.35,36,15.04
OWN,55000.0,25.4,home_improvement,12000,11530.24,60,9.92
OWN,45000.0,22.19,home_improvement,20000,19274.6,60,23.87
MORTGAGE,92000.0,18.41,debt_consolidation,16000,14761.63,36,5.31
RENT,89000.0,44.66,small_business,16000,14207.37,36,16.02
MORTGAGE,190000.0,13.81,home_improvement,30000,29297.84,60,28.72
RENT,14560.0,9.65,credit_card,1200,1112.38,36,9.43
MORTGAGE,75000.0,7.94,debt_consolidation,20000,18814.85,60,14.08
MORTGAGE,120000.0,20.48,debt_consolidation,35000,32725.88,60,10.42
RENT,50160.0,29.35,debt_consolidation,12000,11155.65,36,11.98
RENT,61000.0,22.57,other,5000,4600.0,36,9.43
RENT,46500.0,10.68,medical,4200,3841.93,36,19.03
OWN,60000.0,22.42,credit_card,12000,11534.96,60,21.45
MORTGAGE,100000.0,23.88,debt_consolidation,12000,11462.35,60,16.02
MORTGAGE,83000.0,4.75,debt_consolidation,25000,23955.49,60,7.34
MORTGAGE,80400.0,11.28,credit_card,12000,11536.1,60,10.41
MORTGAGE,90000.0,18.01,moving,28000,27015.86,60,14.07
RENT,21600.0,25.5,debt_consolidation,10000,8864.46,36,15.05
OWN,31280.04,1.84,home_improvement,10000,9540.43,60,15.05
RENT,55000.0,28.37,debt_consolidation,40000,36338.88,36,14.08
RENT,58000.0,29.4,credit_card,7400,6542.57,36,13.59
RENT,46500.0,18.27,debt_consolidation,12000,11124.02,36,9.43
MORTGAGE,70000.0,17.47,debt_consolidation,30000,28886.34,60,11.98
MORTGAGE,62000.0,28.98,debt_consolidation,30600,28963.94,60,18.06
MORTGAGE,60000.0,14.82,debt_consolidation,20000,18770.12,60,12.62
MORTGAGE,65000.0,15.71,small_business,30000,26547.42,36,14.08
MORTGAGE,130000.0,6.07,other,8000,7181.26,36,6.08
RENT,60000.0,14.08,debt_consolidation,20000,18131.18,36,12.62
MORTGAGE,65000.0,1.75,credit_card,8400,7547.84,36,6.72
RENT,45000.0,20.11,debt_consolidation,6000,5269.21,36,9.93
MORTGAGE,250000.0,14.97,other,12000,10868.71,36,11.99
RENT,32000.0,18.9,debt_consolidation,5000,4788.34,36,18.45
MORTGAGE,67000.0,33.01,home_improvement,11200,10446.44,36,15.05
MORTGAGE,55000.0,29.65,home_improvement,10000,8668.19,36,14.08
MORTGAGE,67000.0,30.54,credit_card,19525,18533.07,60,20.0
OWN,75000.0,27.19,debt_consolidation,32000,31157.7,60,9.43
RENT,67000.0,20.66,debt_consolidation,11000,10270.26,36,16.01
MORTGAGE,60000.0,19.76,debt_consolidation,14000,13655.23,60,11.98
MORTGAGE,65000.0,26.18,debt_consolidation,20000,19258.64,60,11.98
RENT,47000.0,18.92,debt_consolidation,5000,4501.41,36,7.97
RENT,75000.0,14.83,debt_consolidation,20000,19051.38,36,10.9
RENT,87000.0,7.37,debt_consolidation,20000,18550.27,36,9.92
MORTGAGE,54269.0,21.47,debt_consolidation,21150,20794.28,60,25.81
MORTGAGE,85000.0,6.72,credit_card,12000,10460.98,36,6.08
RENT,43000.0,25.9,debt_consolidation,19000,17848.6,36,21.85
MORTGAGE,75000.0,13.52,credit_card,24000,21621.95,60,15.04
RENT,75000.0,20.05,medical,15000,13173.04,36,9.93
OWN,50000.0,20.48,debt_consolidation,12000,10528.73,36,9.44
RENT,53000.0,22.75,debt_consolidation,22000,0.0,36,17.09
MORTGAGE,110000.0,20.75,debt_consolidation,40000,36118.63,36,9.93
RENT,42000.0,18.26,debt_consolidation,15000,14293.08,60,14.08
MORTGAGE,163000.0,6.46,home_improvement,28000,24469.26,36,7.35
RENT,50000.0,25.32,other,3000,2788.9,36,11.98
MORTGAGE,65000.0,21.16,credit_card,29000,26554.32,60,7.35
MORTGAGE,80000.0,3.17,major_purchase,32200,10570.78,60,9.44
RENT,37260.0,24.47,other,3500,3197.39,36,18.06
RENT,79000.0,10.97,debt_consolidation,17500,16268.64,36,11.98
RENT,117000.0,25.56,other,15000,13262.0,36,13.59
MORTGAGE,89000.0,12.99,debt_consolidation,13000,12554.61,60,15.04
MORTGAGE,140000.0,24.72,debt_consolidation,29700,27922.41,36,22.9
OWN,59000.0,5.84,credit_card,5000,4358.7,36,6.08
RENT,50000.0,13.17,credit_card,15000,14754.58,60,26.77
MORTGAGE,200000.0,5.54,other,1650,1441.89,36,7.35
RENT,97000.0,11.22,credit_card,8550,7508.61,36,9.93
MORTGAGE,79000.0,8.57,debt_consolidation,20400,19058.33,60,9.93
RENT,140000.0,7.11,small_business,40000,34869.96,36,6.08
MORTGAGE,150000.0,37.11,debt_consolidation,24000,21182.0,36,12.62
MORTGAGE,204000.0,15.2,debt_consolidation,40000,37963.23,36,6.07
MORTGAGE,78927.0,27.75,debt_consolidation,10500,9164.78,36,6.72
OWN,42000.0,24.54,credit_card,10800,9713.83,36,7.35
MORTGAGE,75000.0,5.82,credit_card,12000,11081.12,36,6.07
MORTGAGE,73000.0,20.47,debt_consolidation,18000,17278.85,60,28.72
MORTGAGE,65000.0,14.73,debt_consolidation,25000,23928.85,60,26.3
MORTGAGE,80000.0,28.65,debt_consolidation,22000,20647.17,60,12.62
RENT,42000.0,12.09,debt_consolidation,10000,8825.79,36,12.62
MORTGAGE,250000.0,13.92,other,3000,2804.11,36,17.09
MORTGAGE,94000.0,0.0,car,10050,9692.17,60,13.58
RENT,49623.0,25.68,debt_consolidation,10400,9297.99,36,20.0
MORTGAGE,145262.0,14.99,credit_card,17000,14797.59,36,5.32
RENT,76000.0,23.57,car,10500,10116.66,60,12.62
RENT,13692.0,24.63,other,3000,2805.2,36,17.47
RENT,97000.0,38.52,debt_consolidation,20000,19374.64,60,18.45
MORTGAGE,91000.0,11.79,debt_consolidation,26650,23382.53,36,9.44
MORTGAGE,27840.0,44.53,debt_consolidation,16000,15003.29,60,10.91
MORTGAGE,60000.0,63.45,debt_consolidation,35000,33311.72,60,6.71
RENT,72000.0,2.2,other,10000,9465.3,60,18.06
